timestamp,txn.fee.med.ntv - transaction_fee_median,daily.vol - volatility_30d,daily.vol - volatility_90d,daily.vol - volatility_1yr,daily.vol - volatility_3yr,txn.tsfr.val.adj - adjusted_transfer_value_usd,exch.sply - supply_usd,min.rev.usd - revenue_usd,diff.avg - mean_difficulty,sply.out - supply_outstanding,exch.flow.out.usd - flow_out_usd,price - open,price - high,price - low,price - close,price - volume,act.addr.cnt - active_addresses,new.iss.ntv - issuance_native,exch.sply.usd - supply_usd,exch.flow.out.usd.incl - flow_out_usd,blk.size.byte - block_count,mcap.out - marketcap_oustanding,exch.flow.out.ntv.incl - flow_out,mcap.realized - marketcap_realized,txn.tfr.avg.ntv - transfer_value_avg,exch.flow.in.ntv - flow_in,mcap.dom - marketcap_dominance,sply.circ - circulating_supply,sply.total.iss.ntv - issuance_total,daily.shp - sharpe_30d,daily.shp - sharpe_90d,daily.shp - sharpe_1yr,daily.shp - sharpe_3yr,txn.cnt - transaction_count,exch.flow.in.ntv.incl - flow_in,txn.tsfr.cnt - transfers_count,txn.tsfr.val.avg - average_transfer_value_usd,exch.flow.out.ntv - flow_out,nvt.adj - nvt_adjusted,exch.flow.in.usd - flow_in_usd,blk.cnt - block_count,fees - fees_total_usd,txn.fee.med - transaction_fee_median_usd,txn.tfr.val.adj.ntv - transaction_volume_adjusted,txn.tfr.val.ntv - transaction_volume,iss.rate - issuance_rate,sply.total.iss - issuance_total_usd,txn.tfr.val.med - transfer_value_median_usd,real.vol - volume,min.rev.ntv - revenue_native,nvt.adj.90d.ma - nvt_adjusted_90d_ma,txn.vol - transaction_volume_usd,exch.flow.in.usd.incl - flow_in_usd,fees.ntv - fees_total,txn.fee.avg - transaction_fee_avg,txn.fee.avg.ntv - transaction_fee_avg_ntv,hashrate - hash_rate,txn.tfr.val.med.ntv - transfer_value_median,new.iss.usd - issuance_usd,mcap.circ - circulating_marketcap,blk.size.bytes.avg - block_count
2016-01-01 00:00:00+00:00,0.0001,0.6403083932784513,0.677785118164049,0.6857570479061219,1.0289784847453567,75858188.05356517,480945.38737871,0,103880340815.456,15032886.13374194,13071589.71425727,430.2066200853425,437.84134416331693,426.0687658903148,433.96034495682517,20996464.106019706,316781,3375.0,209056382.1869955,13970665.945827693,66544854,6534464975.488938,32140.26414771,4531461839.695694,2.71696608293739,30112.79869976,94.14222319378716,15035613.92178243,3375.0,3.254284054210906,3.685772048814432,0.8691962940246035,1.6048639931009432,124427,32181.17165232,320580,1181.005400466404,30071.89119515,86.14053595,13089371.30680913,135,8638.22365361678,0.0434678006428989,174515.81844861,871004.98686807,8.19453423009042,1467038.2716978379,5.086063030504057,20996464.106019706,3394.87269548,41.14725609323255,378606711.2815204,13988447.538379552,19.87269548,0.06942402897776837,0.000159713691401384,697129.166405806,0.01170076,1467038.2716978379,6468190926.64079,492924.844444444
2016-01-02 00:00:00+00:00,0.0001,0.63158832477908,0.6780046004787429,0.6852513287583847,1.0289218184321847,82382822.07873592,481485.88422157,0,103880340815.456,15036511.1337419,10430263.973237358,434.0154559174964,436.8208667164506,431.5424006372797,433.2213429957593,13932252.996086974,417966,3625.0,209176668.44593188,11179897.016490338,83567789,6532460051.432983,25734.0488329,4533731401.8491535,1.76576520174987,24549.02948242,94.13150855403721,15039239.56858238,3625.0,3.7425491740847483,3.635713126531979,0.9034313022363549,1.6092911074220515,147864,26274.54567576,405602,767.1188175265924,24008.53263956,79.29395821,10665077.355311446,145,13569.957729843825,0.0434439877264757,189629.97273045,716197.89736015,8.79941489240087,1574844.5550847442,2.9976351531268235,13932252.996086974,3656.23552519,41.048731274727466,311144926.6264206,11414710.398564426,31.23552519,0.09177323574260007,0.000211244962871287,748768.363917347,0.0069,1574844.5550847442,6527223073.571715,576329.579310345
2016-01-03 00:00:00+00:00,0.0001,0.6338460062658219,0.6785198228866133,0.6853393252771265,1.0288566288515157,99999002.6327595,488982.49434127,0,103880340815.456,15040136.13374189,12302136.890490191,433.2120629659011,433.7274093399198,422.75746949879033,429.13286698831445,23969482.412609983,398443,3625.0,210329062.2085412,13756875.63414827,82041255,6469306703.42351,31982.60521534,4537363053.76604,1.84588356363132,36097.17306271,94.11666163070241,15042864.95680087,3625.0,3.4637301381357295,3.592288983117363,0.8856297115430888,1.6127912139416067,145029,39479.21533504,432531,793.9813048067394,28600.56294301,64.69371227,15526700.13041492,145,10526.749552416888,0.0430136180011689,232482.19349984,798401.86366102,8.79729404198428,1559243.6525423727,2.2047232097151137,23969482.412609983,3649.47306235,40.64418400776148,343421527.7493645,16981438.874073,24.47306235,0.07258375602408396,0.000168745991146598,748768.363917347,0.00512564,1559243.6525423727,6516692419.2124605,565801.75862069
2016-01-04 00:00:00+00:00,0.0001,0.633925967761637,0.678528010789751,0.6759557208695836,1.028857126368859,112103036.34176007,487235.11202107,0,103880340815.456,15044661.13374178,18764624.41711328,429.40148006447146,435.23133663478677,428.2336682614958,433.152290944346,25285944.282137163,413159,4525.0,211191557.97448972,20642682.99253367,99672880,6521092888.510424,47624.25191966,4541543825.9290285,2.20192021335114,41544.0445133,94.08051542828835,15047390.35911501,4525.0,3.5204985052640536,3.59640442759461,1.0755608285503255,1.6129067798705208,178576,45876.86959946,419538,954.4200508542956,43291.4268335,58.17052866,18007223.34835747,181,13169.320951550899,0.043344897106955,258630.29750686,923789.20246891,10.9781469008682,1961356.5940897136,7.544331048605392,25285944.282137163,4555.38263286,40.918827454970405,400415479.29530925,19885281.923777856,30.38263286,0.07374630942316376,0.000170138388473255,934669.474958895,0.01740535,1961356.5940897136,6459280030.67403,550678.895027624
2016-01-05 00:00:00+00:00,0.0001,0.5926407995101199,0.6778222773768647,0.6735624515617362,1.028863447618733,145267842.0011631,471160.67404628,0,103880340815.456,15048586.13374084,27836426.75261915,432.97869736294814,434.54844180352814,428.3860816425433,432.0013906153679,19564496.077910855,435291,3925.0,203856854.49843884,29184607.88422012,100644706,6511064277.770981,67452.426637,4545016222.711579,2.872012251007,48262.02804237,94.1311217015365,15051315.70559461,3925.0,2.3121403015811897,3.4428952069693284,1.1573869808863868,1.6098338027793624,183659,51377.98866221,438135,1242.6321121905833,64336.46601716,44.82109866,20881507.66900932,157,14066.629659995835,0.0432669502630041,335747.81933585,1258329.08759495,9.519997342394,1698227.7978229108,8.489105442452193,19564496.077910855,3957.51125761,40.754906278675676,544440620.4746203,22229688.800610285,32.51125761,0.07659101737456821,0.000177019681093766,810735.400931196,0.0196203,1698227.7978229108,6516854526.215142,641049.082802548
2016-01-06 00:00:00+00:00,0.0001,0.5936608318059726,0.6772813853355996,0.672558373218315,1.0288797767973383,139815069.5235992,461137.06722931,0,103880340815.456,15052111.13373527,22219998.17376283,432.0129367275219,432.02357022214835,424.0768515012975,428.697809910457,21038323.48524887,381359,3525.0,198601529.73874375,24361433.300193258,94324428,6482611157.065961,56565.32414595,4547837782.6253605,3.2505149665111,41569.47408814,94.11807769276643,15054841.00053216,3525.0,2.1857400258607407,3.4776908115896843,1.0881656524175394,1.608122242248973,171808,46541.71732898,377133,1399.9248610972518,51593.08090511,46.36561123,17903052.543451957,141,13275.034338400883,0.0430677869666862,324639.54934984,1225876.46086523,8.54780428186167,1518139.4905756887,11.731828827315795,21038323.48524887,3555.82358132,40.46377206766049,527957862.6401896,20044487.66988238,30.82358132,0.07726668338145416,0.000179407136571056,728112.684912731,0.02724038,1518139.4905756887,6503890623.094496,668967.574468085
2016-01-07 00:00:00+00:00,0.0001,0.6329448409301041,0.6884871971551682,0.6742604621781708,1.0295604718460334,201142597.20089388,465963.50455001,0,103880340815.456,15055786.13373498,37043597.53015819,428.5744686009672,460.25913655357374,427.60799704886585,458.36475426059025,60138161.91879916,432867,3675.0,213974607.04666892,39388186.092500605,104578225,6913751592.74705,85773.99665712,4567600690.163317,3.08419913117692,85494.72205099,94.07567416354247,15058516.52966789,3675.0,3.036819974248396,3.847170233444898,1.1150108820308107,1.6288841514737624,191087,90600.43397782,459852,1416.291814065087,80668.28473029,34.37238899,39259940.696624614,147,16892.683682073348,0.0459208940093513,438019.77626989,1418275.13886997,8.90936539669906,1687592.8548436603,8.062407130696924,60138161.91879916,3711.78648695,42.86155659406028,651284623.2814589,41604529.25896703,36.78648695,0.08840310268136148,0.000192511719530894,759096.203419655,0.017557165,1687592.8548436603,6453717704.162745,711416.496598639
2016-01-08 00:00:00+00:00,0.0001,0.6068926424209058,0.689143683779711,0.6736057882263198,1.0295856221914657,173045914.19957995,469476.72250987,0,103880340815.456,15060111.1337344,28725000.65560488,458.18060220622914,464.6779817373128,447.46170632095794,454.5571307718267,36804027.687277675,405522,4325.0,213205540.83111215,30284167.592600923,99072137,6839314891.010367,66685.47022695,4573841558.500272,2.50620518317423,66765.41632824,94.34709731646,15062841.92609883,4325.0,1.889252041314608,3.7643418896639407,1.0551120706090087,1.6245767412641772,179603,70198.68818681,411240,1138.1540466069957,63252.19836838,39.52312265,30320473.86923962,173,14616.977888124073,0.0454134423728814,381045.57848474,1030651.81952857,10.4821603637699,1964131.3826271205,8.352728696579415,36804027.687277675,4357.18645653,42.133818701592595,468054470.12666076,31879640.806235664,32.18645653,0.08138493170004982,0.000179208902579578,893358.116949662,0.018392635,1964131.3826271205,6901496125.010524,572671.312138728
2016-01-09 00:00:00+00:00,0.0001,0.6088464363552636,0.6901387110446864,0.6717984942235931,1.029613622605695,104327068.25525884,472144.56197131,0,103880340815.456,15063886.13373428,14452404.926317714,453.99005285421987,455.2293550375852,446.0550606650179,448.72490710425933,18980107.184284512,461784,3775.0,212391972.58021054,15342217.468462523,99053100,6776417115.362054,34105.54767356,4576703173.147686,1.48111368179386,34795.34555535,94.24694904403034,15066617.75088931,3775.0,1.6625933386405334,3.6623776548344478,1.1137494924517135,1.6162815422921695,185614,36773.387135,501477,666.271904474146,32127.50609391,64.95358519,15652519.745763626,151,14006.83932427114,0.0449845216247808,231917.70077152,742744.44580494,9.14687609669571,1698165.6913354753,2.0692879947399168,18980107.184284512,3806.13701962,41.64917340447399,334120035.83998156,16542332.287908435,31.13701962,0.07546219209903983,0.000167751460665683,779751.882424272,0.0046,1698165.6913354753,6839994852.195342,655980.794701987
2016-01-10 00:00:00+00:00,0.0001,0.6083087795707556,0.6904223407085428,0.6714228611049027,1.0296163208973799,118352362.04729506,471776.08823099,0,103880340815.456,15068261.13373425,14703265.216891475,448.7603960354814,449.70851213417177,437.63420737045806,447.23058680703656,20005809.93935368,427477,4375.0,211629419.67920244,15617721.375105485,89485827,6759323837.84895,34815.89425798,4586881896.637237,2.22393664730842,32408.86392267,94.15081162180846,15070993.63822237,4375.0,1.7321131282100641,3.5877314624500305,1.0721969215205556,1.6159078599451564,155959,34447.42051766,443434,997.6139821710361,32777.33766299,57.11186258,14537975.186777093,175,12213.459505026458,0.0448580216247808,263837.67665294,986169.12326256,10.5976063583407,1962538.44608416,2.24290108123904,20005809.93935368,4402.22692411,41.482959034825974,442375958.5700304,15452431.344991101,27.22692411,0.07831198908063328,0.00017457744734193,903685.95645197,0.005,1962538.44608416,6762649196.191014,511347.582857143
