,Price,Price,Price,Price,Price,Median Transaction Fees (Native Units),Deposits on Exchanges,New Issuance (Native Units),Annual Issuance Rate,Realized Marketcap,Deposits on Exchanges - Inclusive,Circulating Supply,Deposits on Exchanges (Native Units),Total Issuance,Block Size (bytes),Sharpe Ratio,Sharpe Ratio,Sharpe Ratio,Sharpe Ratio,Supply on Exchanges,Outstanding Marketcap,Withdrawals from Exchanges,Adjusted Transaction Volume (Native Units),Miner Revenue,Supply on Exchanges (Native Units),Outstanding Supply,New Issuance,Transactions Count,Median Transaction Fees,Total Issuance (Native Units),Withdrawals from Exchanges - Inclusive (Native Units),Deposits on Exchanges - Inclusive (Native Units),Withdrawals from Exchanges (Native Units),Transactions Transfer Count,Withdrawals from Exchanges - Inclusive,Hash Rate,Median Transfer Value (Native Units),Total Fees (Native Units),Average Transaction Fees,Average Block Size (bytes),Miner Revenue (Native Units),Transaction Volume (Native Units),Volatility,Volatility,Volatility,Volatility,Adjusted NVT,Transaction Volume,Median Transfer Value,Real Volume,Adjusted Transaction Volume,Average Transfer Value,Average Difficulty,Circulating Marketcap,Marketcap Dominance,Total Fees,Average Transaction Fees (Native Units),Adjusted NVT 90-days MA,Block Count,Average Transfer Value (Native Units),Active Addresses Count
,open,high,low,close,volume,transaction_fee_median,flow_in_usd,issuance_native,issuance_rate,marketcap_realized,flow_in_usd,circulating_supply,flow_in,issuance_total_usd,block_count,sharpe_30d,sharpe_90d,sharpe_1yr,sharpe_3yr,supply_usd,marketcap_oustanding,flow_out_usd,transaction_volume_adjusted,revenue_usd,supply_usd,supply_outstanding,issuance_usd,transaction_count,transaction_fee_median_usd,issuance_total,flow_out,flow_in,flow_out,transfers_count,flow_out_usd,hash_rate,transfer_value_median,fees_total,transaction_fee_avg,block_count,revenue_native,transaction_volume,volatility_30d,volatility_90d,volatility_1yr,volatility_3yr,nvt_adjusted,transaction_volume_usd,transfer_value_median_usd,volume,adjusted_transfer_value_usd,average_transfer_value_usd,mean_difficulty,circulating_marketcap,marketcap_dominance,fees_total_usd,transaction_fee_avg_ntv,nvt_adjusted_90d_ma,block_count,transfer_value_avg,active_addresses
timestamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-07,758.4703056570454,770.7448759917763,751.6882471926862,764.9623200675816,27509212.29080255,0.0002,38809201.746580146,2175.0,4.95236385786943,6509042806.938183,42659622.623120375,16033394.18861016,50731.80167305,1663848.138940678,153110929,4.356383619265165,3.1332380901161625,1.538831260169562,0.37299314964058033,486213305.58695614,12262923083.656824,38885423.9502549,425386.29324997,0,635583.20912924,16030223.60197774,1663848.138940678,308216,0.1529975300175336,2175.0,55864.75130925,55765.11283317,50831.44014913,683228,42735844.82679513,2480405.42452028,0.03150688,106.773761110096,0.26501092935655834,879947.867816092,2281.77376111,1285482.40561248,0.2945419385731023,0.3094800765938649,0.5151302669550296,0.7216141724065857,37.68392131,983378164.6985335,24.102374092794147,27509212.29080255,325415260.85279816,1439.3118617775208,286765766820.55,12217734709.784397,88.1252788287762,81680.60860263437,0.000346425108073559,49.06667987067803,174,1.88148378815341,761638
2016-12-08,764.241104616198,774.3269058262921,761.6961597963309,764.7731861978185,22942182.726070534,0.0002,34549906.01302526,1962.5,4.46796522599477,6521278994.763234,39057629.5365045,16035359.54899456,45006.82712367,1506531.228345632,134477800,5.056475105435654,3.0923712656953306,1.4559791525469745,0.31743447660579494,486445420.3239362,12307255552.189905,36015799.20008662,401435.93889949,0,633673.64673486,16032186.10190764,1506531.228345632,285072,0.1535318449269434,1962.5,52788.4267174,50878.86432302,46916.38951805,611014,40523522.72356586,2238066.96350393,0.03339082,97.4285788001036,0.26236160429249633,856546.496815287,2059.9285788,1190896.78687957,0.29353122155305617,0.3090273633268989,0.5121759403409979,0.7174465043116527,39.93709718,914202904.0359465,25.6327709911174,22942182.726070534,308166001.5960921,1496.2061491814347,286765766820.55,12247747547.495913,87.71553197509193,74791.94725894995,0.000341768320985576,49.09672786204616,157,1.9490499184627,657520
2016-12-09,765.3953858927824,775.6315355793329,764.7732510181921,775.1589480340286,17829802.70076062,0.0002,35364871.17194151,1687.5,3.84147658447221,6528031841.372634,44978509.37236919,16037050.70507767,45815.21548167,1302585.1668541795,125322404,4.791212214404236,3.1293580577954567,1.4569979162639295,0.2527022449235832,482471698.1974339,12376584249.49368,42027331.708269976,397380.39505089,0,625042.42442315,16033873.60187762,1302585.1668541795,265642,0.1543804642197546,1687.5,66900.91284502,58269.69053331,54446.43779338,577722,51640969.90869766,1924452.4845416,0.0316,95.7340397000975,0.2781838995813614,928314.103703704,1783.2340397,1213526.20318085,0.29361911587654915,0.3088965088496114,0.5121739491483983,0.7126908672967335,40.34892964,936723692.9494793,24.392113346721228,17829802.70076062,306738849.29892933,1621.4090738269986,286765766820.55,12413630802.450283,87.92447826091718,73897.32745266735,0.000360387437603993,49.04056403778548,135,2.10053659576899,612161
2016-12-10,772.4926444734307,778.6572958194276,766.7192655562002,772.8926255463648,12938780.867447121,0.0002,21416877.609252397,1650.0,3.75572394737698,6539641730.380325,24152606.049713053,16038703.988402,27617.76939929,1279533.0261601403,117219081,4.3291369566737865,3.157122095992372,1.4736463457959244,0.21284401083427623,488115044.2596958,12435140630.466925,18006333.22872261,306838.11313185,0,629440.43378502,16035523.60179759,1279533.0261601403,246301,0.1550949122618352,1650.0,26747.57200825,31145.58137012,23219.76003742,554781,20742061.669183265,1881686.87377401,0.025834,85.0094481500297,0.26765081957140424,888023.340909091,1735.00944815,919926.9722713,0.29160592114911654,0.3088393764746609,0.5120972294845251,0.7108945558105306,52.26053386,713379965.2585648,20.033609816861254,12938780.867447121,237945151.1738567,1285.8767067699957,286765766820.55,12389037036.644514,87.7541507670475,65922.66451127942,0.000345144551382252,49.07856711063615,132,1.65818038518136,587478
2016-12-11,771.6466735444945,781.2907004308573,758.07,770.0034719505326,15798671.575290166,0.00018799,16574410.541560378,2337.5,5.31983345281921,6545001228.832455,18647474.012046866,16041043.95652554,21511.34763084,1801034.7517862373,126548775,4.506507889426379,3.4335539703570714,1.2952733286457858,0.2582297956691685,484846061.35990846,12357110240.990784,16709780.380036918,241293.9048791,0,629264.74200721,16037861.10160758,1801034.7517862373,227763,0.1448455713318908,2337.5,24377.59596646,24201.90418865,21687.03940865,537074,18782843.85052341,2665723.07117984,0.018988125,75.9843884700181,0.25704648610172565,676731.417112299,2413.48438847,819663.86546688,0.28975849450196345,0.3045559395980958,0.5035430219268523,0.7084428625507914,66.46608463,631547853.0435466,14.630277217651784,15798671.575290166,185916024.8476842,1175.9047227077592,286765766820.549,12438804417.037584,88.0186769139345,58545.678814001316,0.000333611642233374,48.81762050544634,187,1.52616560374712,565550
2016-12-12,767.0162448918153,784.2775635003284,763.9649515492498,776.7236154117538,23701892.035595585,0.00018992,31545839.124961987,1950.0,4.43739639758405,6555376506.049941,34895053.73273628,16042996.68910056,40520.96560627,1518087.8681765043,127364080,4.877111523655809,3.611462623355375,1.4126578266909928,0.2685553436298462,483865409.86509705,12487098790.320066,37567183.471333355,393394.87337645,0,621530.26120306,16039811.10156203,1518087.8681765043,272264,0.14785397329440086,1950.0,52557.54816755,44823.0673634,48255.44641042,604930,40916398.07910765,2223811.75991474,0.0284847,94.103664320046,0.2690782610602418,816436.41025641,2044.10366432,1295320.15737341,0.29183363906331783,0.3052717202643247,0.5017064016632603,0.7084671512603321,40.77280155,1008415290.4169508,22.175526922383217,23701892.035595585,306260504.96185684,1666.995008376093,286765766820.55,12290624374.645077,87.77454232171823,73260.32366934154,0.00034563388593424,49.14620023224755,156,2.14127280408214,646506
2016-12-13,777.9486954002563,801.4574066677056,768.2499999999999,776.4312117766399,26942122.713672303,0.0002,30708465.568813685,2225.0,5.06248081516581,6564984929.200441,34718121.52361719,16045225.3922364,39423.87401485,1733120.7954061949,146056668,5.6600456250016595,3.550127436371425,1.4152302306014792,0.25931655345751187,480538135.4428533,12495634322.765184,34299328.177766,401427.18704612,0,616920.27133617,16042036.1014919,1733120.7954061949,294754,0.1557861389129164,2225.0,49181.50536356,44571.51549667,44033.86388174,625575,38308984.13256951,2537426.23887707,0.03096704,98.9994819901123,0.26162065745674185,820543.078651685,2323.99948199,1279060.9461561,0.2826948398972817,0.30550433333006183,0.5016917607453347,0.7084102789287392,39.96250533,996299831.1798024,24.121177975809193,26942122.713672303,312683957.6229406,1592.6145245251241,286765766820.549,12498594273.213335,87.80244593957221,77113.735268092,0.000335871547086723,48.94085989184003,178,2.0446164667004,664583
2016-12-14,775.9731209904479,783.1336089933963,770.1866354012489,776.9620936264116,18837009.797249056,0.0002,28067076.233846832,1737.5,3.9528574495897,6573666965.918112,30762753.393297076,16046965.84181523,36124.03872661,1349974.8830793395,125713851,5.56592449159732,3.533937448983721,1.3710632072708244,0.27936683763889647,477752652.99669415,12465433894.53887,29639241.17460335,382475.01258105,0,614896.79918213,16043773.60144439,1349974.8830793395,287634,0.1553927922969024,1737.5,41617.01177526,39593.53962122,38147.51088065,608053,32334918.334053595,1981473.29889839,0.03,95.9215335100856,0.25910558093827246,904416.194244604,1833.42153351,1412415.85700243,0.28286798260713536,0.30552041574543776,0.5011959306285765,0.7080054492568111,41.94724642,1097396219.52015,23.30891884453536,18837009.797249056,297169300.9438112,1804.7706688728624,286765766820.55,12451293680.715523,87.77814251020418,74527.57466766548,0.000333484683695252,48.66626831613929,139,2.32284991111372,620511
2016-12-15,774.515862598585,782.2589251658035,773.3379769502869,775.2620241878656,21158790.940318897,0.0002034,37616237.624736264,1587.5,3.61124624330107,6584690062.883677,40008012.07963608,16048556.20090761,48463.49246349,1232180.6414231441,120640722,5.484413288819842,3.621837419761899,1.280831135168635,0.27576359450738774,478191702.73383814,12454036745.728294,36693153.74146519,413647.4648312,0,616086.06933898,16045361.10144435,1232180.6414231441,281682,0.15787435745856224,1587.5,50355.70388451,51544.97404136,47274.22230664,587379,39084928.196365006,1952251.49677579,0.032917505,99.2625856300884,0.2735187704119423,949926.94488189,1686.76258563,1758367.78897758,0.28304882053444536,0.305095726795086,0.4989525188899109,0.7079898244495464,38.78994184,1364804252.0190177,25.54980310233043,21158790.940318897,321063558.1346554,2323.5496196136037,309233064802.532,12430150378.941502,87.82762112250855,77045.31428724542,0.000352392363125794,48.34018728637574,127,2.99358300003504,610613
2016-12-16,774.3702547817088,784.8159859953251,773.4818042596751,780.8919270968332,21000376.87442286,0.00020528,34923347.32287905,1662.5,3.78146449504433,6593598991.621189,39096710.92211453,16050221.38047649,44645.86845808,1300457.7339289887,129258354,5.32361239178165,3.696775539280192,1.346315909667897,0.3780502869261184,479371745.81696725,12552466736.264204,37472740.53616003,426324.08827782,0,612826.93518452,16047023.60144429,1300457.7339289887,279272,0.1605762187193641,1662.5,53240.21405595,49981.07990149,47905.00261254,626378,41646104.135395505,2050571.62856036,0.0296,98.5631988700632,0.2760717591867158,971867.323308271,1761.06319887,1615362.09108918,0.2819070906916091,0.30526924465798605,0.49834417155242666,0.6986011806783959,37.64043375,1263585037.2647383,23.154014390555226,21000376.87442286,333483583.6157088,2017.2883422865045,310153855703.433,12430174678.077414,87.93610075835655,77099.11233164188,0.000352929040039818,48.33642419525924,133,2.5788934015709,640704
2016-12-17,781.9843854342419,792.2584307787922,769.0099999999999,788.8100074192569,16749316.620504683,0.0002,23686453.14849488,1800.0,4.09375799943913,6602842848.098238,27338394.215453655,16052023.41300781,29997.92956999,1421285.277966102,117653201,4.368983019882666,3.8645944185366354,1.3604973249126455,0.3934729348615799,484746630.4503458,12672198174.115374,22829767.653062914,362852.68544189,0,613911.89252256,16048823.60144428,1421285.277966102,235904,0.157920586440678,1800.0,33538.00706657,34622.96440461,28912.97223195,577408,26481708.720021687,2220167.77829091,0.02375091,79.9670061700261,0.2676604998277208,817036.118055556,1879.96700617,1048197.22554397,0.23723187603173002,0.30514409371153906,0.4983915520896154,0.6984764932881833,44.22958475,827659602.8169768,18.753788178498816,16749316.620504683,286509544.3827907,1433.405153404482,310153855703.433,12552740483.499586,87.96448816941495,63142.18255137919,0.000338981137115098,48.48320066330371,144,1.81534932931994,582085
2016-12-18,787.5984199278403,792.1153324326656,768.01,790.02848470566,11603760.800085055,0.0002,19471715.312005997,1762.5,4.00803120792277,6613151993.128913,21859488.907329377,16053789.06648992,24628.00836343,1393490.6035020892,121459191,5.007292291992154,3.7922140671240396,1.3317226161755304,0.5124569306923193,483512840.95983887,12690122503.858099,21337855.122874547,253615.82642965,0,611551.58136697,16050586.10143428,1393490.6035020892,237674,0.1581265933052016,1762.5,30008.39798326,27648.08682767,26988.31951902,524336,23725628.71819793,2173914.28290985,0.0251465,81.4280897600115,0.27087410556264,861412.70212766,1843.92808976,1080248.14688926,0.23285086744421135,0.30513534744727117,0.49821504480282647,0.6857145723158399,63.2870051,854079796.9592785,19.88165189274626,11603760.800085055,200517033.20801932,1628.878804734517,310153855703.433,12675337713.379524,88.18774444564713,64379.73216550395,0.000342604112187282,48.59800446030719,141,2.06022120718253,578425
2016-12-19,790.1446122323616,796.7698861641205,780.4767631034916,789.3591925284464,18812338.87663595,0.0002,29790607.052510735,1887.5,4.29178403970016,6619838244.216794,32772075.01182502,16055679.99791363,37696.31466658,1491651.6722910586,138128536,4.060236433698996,3.8371947510426403,1.3359559651066273,0.37155345376831045,481664011.5104004,12685933293.70491,31422987.085571036,393726.30298484,0,609486.0070981,16052473.60135417,1491651.6722910586,284694,0.1580558063354764,1887.5,43534.56648326,41468.99221439,39761.88893545,618155,34404455.04488532,2328092.60084672,0.03,104.614033740142,0.29039697810249704,914758.516556291,1992.11403374,1278320.75028337,0.22461819385850448,0.3049112155962317,0.4982008189158392,0.6609294200278448,40.77064062,1010230084.707046,23.70837095032146,18812338.87663595,311153641.46877486,1634.2666235928614,310153855703.433,12679976526.080858,88.00448190607202,82674.27728402439,0.00036746132247255,48.41364554892103,151,2.06796151496529,660086
2016-12-20,791.0783754246359,802.2234437413863,784.4095283989425,798.4996240912728,27981693.904711887,0.0002,35778575.2502762,1725.0,3.92187125396392,6634048431.931363,39596597.351527676,16057408.67284814,44735.66000806,1379616.2232904742,133913960,4.174466751062357,4.086486094039436,1.4459217152379644,0.43357656462135374,482004033.19031733,12839787154.972618,41227749.74753675,434745.11910947,0,602672.64418667,16054198.6013341,1379616.2232904742,294641,0.1599555041496202,1725.0,56322.87815073,49509.5152393,51549.02291949,623957,45045771.848788224,2127660.78752879,0.0316,101.348335170101,0.27510129355456353,970391.014492754,1826.34833517,1474747.43157919,0.22529075034200902,0.30411885519295745,0.4962296338383305,0.6578466632710218,36.92784092,1179469844.5580342,25.27296965563999,27981693.904711887,347699373.5187098,1890.3062944370117,310153855703.433,12706776878.996046,88.07791986170979,81056.12023429095,0.000343972275311311,48.78544267457322,138,2.36354016635632,649665
2016-12-21,800.0351391071571,831.1882447475714,795.0183235301314,828.8445688644019,55126739.83811372,0.0002,46673171.07964583,1987.5,4.51811840882764,6666267563.701503,52721266.097660795,16059400.47593258,56335.65542509,1646611.3125131512,153271032,8.332865678864156,4.608892404145604,1.5353744910873248,0.46359525709685934,496287139.60298395,13302288135.986471,49690481.11690546,487101.27386306,0,599030.67740709,16056186.10133407,1646611.3125131512,322738,0.16569673585038,1987.5,67277.82034916,63635.85356958,59977.62220467,673045,55738576.134920426,2451435.25519621,0.03526822,114.18518478019,0.2931187588774561,963968.754716981,2101.68518478,2400026.65166764,0.21279464346404905,0.30962319564632657,0.49722272400759693,0.6580032871138786,32.96272657,1988382910.6762245,29.219144666265446,55126739.83811372,403555455.5383553,2954.309014517934,310153855703.432,12826833329.01865,88.28060974688097,94600.56200274987,0.000353801488451933,50.16906022713967,159,3.56592300911178,701255
2016-12-22,828.3266916264977,874.4509889661957,826.7560397127625,859.814027023089,65966156.93489801,0.0002,54739949.9425476,1987.5,4.5175592069919,6699025389.268941,62147016.07648816,16061391.46952448,63762.21142725,1706271.5999890405,146046112,8.701330267528185,4.995043067916925,1.6142710587559885,0.46890809231044245,511663663.91124105,13785965063.437326,57344981.569376655,484559.12475109,0,595996.28337606,16058173.601294,1706271.5999890405,316500,0.17170028679135,1987.5,75424.50733586,72390.11330483,66796.60545828,663041,64752047.70331722,2451435.25519621,0.03151894,106.592314560133,0.28913003127497294,918529.006289308,2094.09231456,1714117.3061734,0.24359889515499705,0.31790341676591627,0.49867070749471193,0.658188995685388,33.13976103,1471572165.3199453,27.059055186796765,65966156.93489801,415994703.4356385,2219.428610478003,310153855703.432,13274344903.308453,88.53890526848078,91509.65489864314,0.000336784564170616,51.63176823718254,159,2.58523576396241,685539
2016-12-23,859.7810104733766,918.551215483735,855.4197398960055,916.1376326909874,95708374.69674033,0.0001865,83976994.80695067,1900.0,4.31816202850395,6752640969.500852,96379060.5476654,16063294.87902822,91721.7562564,1739568.6328462888,135163675,8.577233878998722,5.314969536119251,1.7076668436178388,0.46816528384713313,547422273.7054061,14704000146.30472,82226531.55099829,526215.7247591,0,597908.18275359,16060073.60127399,1739568.6328462888,302701,0.17075239475043835,1900.0,103355.70063716,105267.60001469,89809.85687887,653829,94628597.29171301,2343510.4326404,0.029198215,100.126483530107,0.3028468601132865,889234.703947368,2000.12648353,1924613.7225081,0.3188492748074643,0.3414603295946929,0.5027391136237149,0.6581366526615506,30.51994238,1762104032.6424327,26.732788920580003,95708374.69674033,481783352.0533719,2695.0533436761525,310153855703.433,13789803964.93738,89.06938842435645,91672.04740324983,0.000330776850852822,54.355405240478206,152,2.9436040960375,656294
2016-12-24,914.5310027517896,918.4283787643506,882.0209643761596,896.7254002251663,37380572.19916161,0.0002,40337137.69127874,1712.5,3.89161265167612,6763305516.035675,46069034.35482607,16065009.82935954,45263.87146641,1526103.4034080948,116853775,7.962511836754971,5.011523573246697,1.6105416080091814,0.45916780811464014,534341966.13794297,14313545362.84699,38824200.82387753,372672.28215086,0,599605.90807131,16061786.10121397,1526103.4034080948,239590,0.1782310544126242,1712.5,49998.13038672,51695.85570444,43566.14614869,517801,44556097.48742486,2112242.9557351,0.02257721,82.7671267800205,0.3078524203160134,852947.262773723,1795.26712678,1064910.91419717,0.32757624743998154,0.34508271199646284,0.5025429218616088,0.6582469181923085,43.09895549,949000975.464366,20.119799719976218,37380572.19916161,332108868.9905338,1832.7523034222907,310153855703.433,14705972794.820242,89.61506347195399,73758.361383532,0.000345453177428106,52.503533137912804,137,2.05660266047607,548416
